"ID","time_car","cost_car","time_bus","cost_bus","access_bus","time_air","cost_air","access_air","service_air","time_rail","cost_rail","access_rail","service_rail","choice"
377,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","car"
378,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","car"
379,250,45,300,25,5,70,80,35,"food",170,35,25,"wifi","rail"
380,390,40,390,25,5,60,110,50,"wifi",130,75,15,"no-frills","air"
381,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","rail"
382,300,40,360,25,15,80,50,55,"wifi",170,35,5,"food","air"
383,345,30,345,35,15,70,95,40,"no-frills",155,55,20,"food","car"
384,275,40,300,30,5,70,65,45,"no-frills",170,35,25,"food","air"
385,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","air"
386,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","rail"
387,250,30,360,30,25,60,95,45,"no-frills",170,55,20,"food","car"
388,275,50,330,30,20,80,65,35,"wifi",155,55,20,"no-frills","air"
389,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","rail"
390,345,30,390,15,5,70,95,45,"no-frills",140,65,20,"food","rail"
391,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","air"
392,300,35,420,20,15,90,65,35,"food",170,35,25,"wifi","air"
393,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","car"
394,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
395,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","air"
396,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","rail"
397,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","car"
398,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","car"
399,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","rail"
400,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","rail"
401,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
402,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
403,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","rail"
404,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","car"
405,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","car"
406,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","car"
407,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
408,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","air"
409,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","rail"
410,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
411,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
412,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
413,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","car"
414,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","rail"
415,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","rail"
416,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","car"
417,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","rail"
418,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","rail"
419,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
420,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
421,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
422,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","rail"
423,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","air"
424,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","air"
425,390,30,420,15,5,60,110,40,"wifi",140,65,25,"no-frills","air"
426,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","car"
427,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","air"
428,300,50,390,15,10,60,50,55,"food",140,65,5,"no-frills","rail"
429,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","air"
430,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","air"
431,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","car"
432,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","rail"
433,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","air"
434,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","rail"
435,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","rail"
436,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","car"
437,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","car"
438,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","rail"
439,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","air"
440,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","rail"
441,300,45,330,35,25,90,50,55,"food",120,65,5,"no-frills","car"
442,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","air"
443,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","rail"
444,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","rail"
445,345,35,345,35,25,70,50,55,"food",170,45,5,"wifi","air"
446,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","rail"
447,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","car"
448,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","car"
449,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","air"
450,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","car"
451,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","air"
452,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","car"
453,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","air"
454,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","car"
455,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","rail"
456,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","air"
457,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","air"
458,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","air"
459,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","rail"
460,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","air"
461,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","air"
462,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","air"
463,250,50,330,30,15,80,50,55,"wifi",130,55,10,"no-frills","rail"
464,300,30,330,35,15,70,95,50,"no-frills",140,75,25,"wifi","car"
465,390,30,390,30,10,80,80,35,"no-frills",130,65,25,"food","rail"
466,300,40,390,15,5,70,95,50,"wifi",130,75,10,"food","car"
467,300,45,390,25,20,70,95,50,"food",120,35,10,"wifi","rail"
468,275,30,420,20,20,80,95,35,"food",170,35,25,"wifi","rail"
469,300,40,420,20,5,50,110,50,"wifi",155,65,20,"no-frills","car"
470,345,35,420,20,25,60,110,45,"wifi",170,35,15,"no-frills","rail"
471,250,40,360,30,25,60,95,45,"no-frills",170,45,10,"wifi","car"
472,250,40,420,15,10,50,95,40,"no-frills",155,75,25,"wifi","car"
473,345,35,390,15,10,90,65,50,"food",155,35,10,"no-frills","rail"
474,390,35,390,15,5,50,95,40,"wifi",170,35,25,"food","rail"
475,250,45,420,15,20,90,50,35,"food",140,65,25,"wifi","air"
476,300,40,300,30,5,50,65,50,"no-frills",170,65,25,"wifi","air"
477,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
478,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","car"
479,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
480,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
481,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","car"
482,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
483,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","rail"
484,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","rail"
485,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","car"
486,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","car"
487,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","car"
488,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
489,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","air"
490,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","air"
491,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","air"
492,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","air"
493,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","air"
494,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
495,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","air"
496,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","air"
497,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","rail"
498,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","air"
499,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","rail"
500,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","air"
501,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","rail"
502,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","air"
503,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
504,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","rail"
505,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
506,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","rail"
507,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","car"
508,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","car"
509,390,30,420,15,5,60,110,40,"wifi",140,65,25,"no-frills","car"
510,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","car"
511,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","rail"
512,300,50,390,15,10,60,50,55,"food",140,65,5,"no-frills","air"
513,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","rail"
514,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","rail"
515,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","rail"
516,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","car"
517,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","car"
518,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","car"
519,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","rail"
520,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","car"
521,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","car"
522,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","rail"
523,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","rail"
524,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","rail"
525,300,45,330,35,25,90,50,55,"food",120,65,5,"no-frills","air"
526,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","rail"
527,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","air"
528,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","rail"
529,345,35,345,35,25,70,50,55,"food",170,45,5,"wifi","rail"
530,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","rail"
531,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","rail"
532,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","rail"
533,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","air"
534,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","air"
535,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
536,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","air"
537,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","rail"
538,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","rail"
539,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","rail"
540,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","air"
541,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
542,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
543,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","rail"
544,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","rail"
545,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","air"
546,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","air"
547,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
548,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","car"
549,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","car"
550,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
551,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
552,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","rail"
553,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","air"
554,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","car"
555,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","air"
556,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","rail"
557,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","rail"
558,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","rail"
559,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
560,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
561,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
562,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","car"
563,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
564,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
565,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
566,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","car"
567,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","air"
568,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","car"
569,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","rail"
570,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","air"
571,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","rail"
572,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","rail"
573,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
574,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
575,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","car"
576,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","rail"
577,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","rail"
578,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","air"
579,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","bus"
580,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","car"
581,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","car"
582,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","rail"
583,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","car"
584,345,35,345,35,25,70,50,55,"food",170,45,5,"wifi","rail"
585,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","car"
586,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","air"
587,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","car"
588,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","rail"
589,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","car"
590,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","car"
591,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","car"
592,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","air"
593,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","air"
594,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","car"
595,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","air"
596,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","air"
597,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","car"
598,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","car"
599,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","rail"
600,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","rail"
601,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","air"
602,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","rail"
603,250,50,330,30,15,80,50,55,"wifi",130,55,10,"no-frills","air"
604,275,50,360,25,10,70,65,50,"no-frills",120,65,10,"wifi","rail"
605,300,30,330,35,15,70,95,50,"no-frills",140,75,25,"wifi","rail"
606,390,30,390,30,10,80,80,35,"no-frills",130,65,25,"food","car"
607,300,40,390,15,5,70,95,50,"wifi",130,75,10,"food","car"
608,275,30,420,20,20,80,95,35,"food",170,35,25,"wifi","car"
609,300,40,420,20,5,50,110,50,"wifi",155,65,20,"no-frills","air"
610,345,35,420,20,25,60,110,45,"wifi",170,35,15,"no-frills","rail"
611,250,40,360,30,25,60,95,45,"no-frills",170,45,10,"wifi","rail"
612,250,40,420,15,10,50,95,40,"no-frills",155,75,25,"wifi","car"
613,345,35,390,15,10,90,65,50,"food",155,35,10,"no-frills","air"
614,390,35,390,15,5,50,95,40,"wifi",170,35,25,"food","rail"
615,250,45,420,15,20,90,50,35,"food",140,65,25,"wifi","car"
616,250,40,390,20,15,90,65,35,"food",170,35,25,"wifi","rail"
617,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","air"
618,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
619,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","car"
620,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","air"
621,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","air"
622,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","air"
623,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","air"
624,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","rail"
625,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","car"
626,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","air"
627,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","rail"
628,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","car"
629,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","rail"
630,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","car"
631,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
632,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","car"
633,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","rail"
634,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","rail"
635,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","car"
636,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","air"
637,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","car"
638,300,50,390,15,10,60,50,55,"food",140,65,5,"no-frills","air"
639,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","car"
640,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","rail"
641,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","car"
642,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","car"
643,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","car"
644,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","car"
645,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","air"
646,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","air"
647,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","rail"
648,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","rail"
649,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","air"
650,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","air"
651,300,45,330,35,25,90,50,55,"food",120,65,5,"no-frills","car"
652,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","rail"
653,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","rail"
654,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","rail"
655,345,35,345,35,25,70,50,55,"food",170,45,5,"wifi","air"
656,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","rail"
657,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","air"
658,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","rail"
659,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","air"
660,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","air"
661,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","air"
662,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","air"
663,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","car"
664,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","car"
665,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","air"
666,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","air"
667,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","car"
668,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","air"
669,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","rail"
670,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","air"
671,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","air"
672,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","car"
673,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","air"
674,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
675,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","air"
676,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","air"
677,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","air"
678,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","rail"
679,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","car"
680,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","car"
681,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","car"
682,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","air"
683,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","rail"
684,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","rail"
685,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","air"
686,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","rail"
687,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","air"
688,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","car"
689,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
690,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
691,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","car"
692,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
693,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","rail"
694,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","car"
695,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","car"
696,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
697,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
698,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
699,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","rail"
700,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","air"
701,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
702,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","car"
703,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
704,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","rail"
705,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
706,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","car"
707,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","car"
